English Language Name	Alternate Language Name	iso	rod	var	URL	Country(ies)	NT PDF count	NT Audio count	NT Partial PDF count	NT Partial Audio count	NT PDF Whole count	NT Audio Whole count	OT PDF count	OT Audio count	OT Partial PDF count	OT Partial Audio count	OT PDF Whole count	OT Audio Whole count	Bible PDF count	Bible Audio count	Scripture App Builder HTML (SE)	Online Viewer (SE)	Google Play (Android app) (SE)	Android App (SE version)	Buy	BibleIs	YouVersion	GRN	eBible	GoBible (SE)	MySword (Android) (SE)	Playlist Audio (SE)	Jesus Film	Luke Vidoe	John Video	Acts Video	Genesis Video	God's Story Video	The Good Samaritan Video	Magdalena Video	John Animation Video (SE)	Scripture Animation Video (SE)	The Last Day Video	Story of Jesus for Children Video	History	5fish	iTunes	One Story	Bibles for India	Bibles for Russia	Maps
Bunama	Kelelegeia, Barabara, Kasikasi, Kerorogea, Kumalahu, Lomitawa, Meudana, Sawabwala, Sawatupwa, Sipupu, Weyoko	bdd			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bdd	Papua New Guinea	27				1											1	1		1	1	1	1	1		1																				1
Bundel Khandi	Banaphari, Chhatapur, Chhindwara Bundeli, Gaoli, Kirari, Kundri, Lodhanti, Nagpuri Hindi, Nibhatta, Raghobansi, Standard Bundeli, Tirhari, Khatola, Rathora, Bundeli, Bondili, Bundelkhandi	bns			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bns	India																					1						1																		1
Bungu	Maleza, Mwambani, Udinde, Echiungu, Iciwungu, Kibungu, Ungu, Wungu	wun			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=wun	Tanzania																						1					1																		1
Bura	Babir, Babur, Barburr, Bourrah, Bura, Burra, Huve, Huviya, Kwojeffa, Mya Bura, Pabir, Hyil Hawul, Pela, Bura Hyilhawul, Bura Pela, Hill Bura, Plain Bura, Bura-Pabir, Babur, Barburr, Bourrah, Burra, Huve, Huviya, Kwojeffa, Mya Bura, Pabir	bwr			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bwr	Nigeria																				1	1	1					1																		1
Burarra	Gun-narpta, Gu-jarlabiya, Gun-nartpa, Anbarra, Barera, Bawera, Burada, Bureda, Burera, Gidjingaliya Gujingalia, Gu-jingarliya, Gujalabiya, Gun-Guragone, Jikai, Tchikai	bvr			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bvr	Australia																					1	1	1																						1
Burmese	Beik, Mandalay Burmese, Yangon Burmese, Yaw, Merguese, Mergui, Bama, Bamachaka, Myamasa, Myanma, Myanmar, Myen	mya			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=mya	Myanmar																			2	2	8	1					3							1				1							1
Burum-Mindik	Somba-Siawari, Bulum, Burum, Mindik, Siawari, Somba, Bulum, Burum, Mindik	bmu			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bmu	Papua New Guinea	27				1		3		3							1	1		1	1	1	1	1		1		1																		1
Burun	Abuldugu, Maiak, Mufwa, Mughaja, Ragreig, Bogon, Mopo, Mugaja, Mugo-Mborkoina, Mumughadja, Borun, Cai, Kurmuk, Lange	bdi			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bdi	Sudan																											1																		1
Burunge	Bulunge, Burunga Iso, Burungaisoo, Burungee, Burungi, Kiburunge, Mbulungi, Mbulungwe	bds			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bds	Tanzania		260				1															1						1																		1
Buryat	Buriat-Mongolian, Buryat, Northern Mongolian, Alar, Barguzin, Bohaan, Bokhan, Ekhirit-Bulagat, Khori, Ninzne-Udinsk, Oka, Selengin, Tunka, Unga, Buriat, Russia, Northern Mongolian	bxr			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bxr	Russia																				1	2	1					1							1				1						2	1
Busa	Bisã, Bisayã, Busa-Bisã, Busano, Bussanchi, New Busa, Wawa, Bariba, Bisayã, Busa-Bisã, Busano, Bussanchi, Bussawa	bqp			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bqp	Nigeria																				1		1	1					1																	1
Buurak	Burak	bys			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bys	Nigeria																											1																		1
Buwal	Bual, Gadala, Ma Buwal	bhs			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bhs	Cameroon																	2																												1
Bwaidoka	Bebebele Ii, Belebele I, Bwaidoga, Faiyava, Kalauna, Kilia, Kiliva, Lauwela, Mataitai, Wagifa	bwd			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bwd	Papua New Guinea																					1	1																							1
Cabecar	Chirripó, Estrella, Telire, Ujarrás, Cabécar	cjp			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=cjp	Costa Rica																				1		1					1																		1
Cacua	Báda, Kákwa, Macu de Cubeo, Macu de Desano, Macu de Guanano, Macú-Paraná Cacua, Vaupés Cacua, Cakua, Kakua, Wacara	cbv			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=cbv	Colombia	27				1										1		1		1	1	2	1	1		1										2	2									1
Caluyanun	Caluyanen, Caluyanhon, Semirara, Caluyanhon, Caluyanon	clu			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=clu	Philippines	27				1		1		1								1				1	1	1	1	1																				1
Camsá	Camëntsëá, Coche, Kamemtxa, Kamsa, Kamse, Sibundoy, Camënts̈á, Camëntxá, Coche, Kamemtxa, Kamsa, Kamse, Kamëntsa, Sibundoy, Sibundoy-Gaché	kbh			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=kbh	Colombia	27				1											1	1		1	1	1	1	1		1			2			1														1
Canela	Kanela, Apâniekra, Ramkokamekra, Apânhecra, Apânjekra, Apânyekra, Canela Apanyekrá, Canela Ramkokamekrá, Kanela Apanyekra, Kanela-Ramkokamekrá	ram			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=ram	Brazil															1		1		1	1	1	1					1																		1
Capanahua	Kapanawa, Pahenbaquebo, Capa Baquebo, Capabaquebo, Capacho, Capanawa, Nuquencaibo	kaq			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=kaq	Peru	27				1										1	1	1		1	1	1	1	1		1		1																		1
Caquinte	Caquinte Campa, Poyenisati, Aguenquetsatsare, Kakinte	cot			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=cot	Peru	27				1										1	1	1		1	1	1	1	1		1																				1
Carapana	Carapana-Tapuya, Karapaná, Karapanã, Karapano, Mextã, Mochda, Moxdoa, Carapanã, Muteamasa, Ukopinõpõna, Mi tea, Muxtea	cbc			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=cbc	Colombia	27				1										1	1	1		1	1	1	1	1		1										2	2									1
Carib	Caribe, Cariña, Galibi, Kalihna, Kalinya, Galibí, Maraworno, Marworno, Kali'na, Tyrewuju, Eastern Carib, Galibi, Cariña, Kalihna, Kalinya, Kari'na auran, Kari'ña, Maraworno, Marworno, Kalin'a, Kari'na, Aretyry, Murato, Myrato, Western Carib, Kari'nja, Kari'nya, Kariña, Karìna, Karìna auran, Galibí, Kali'na, Kara'ibs, Tabajari	car			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=car	Brazil, French Guiana, Guyana, Suriname, Venezuela	27				1											1	1		1	2	1	1	1		1		2															1			2
Carrier, Central	Central Carrier, Grand Rapids, Middle River, Necoslie, Pinchie, Portage, Tachie, Dakelh, Dakelhne, Porteur, Takelne, Takulie	crx			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=crx	Canada	27	21		21	1		1		1							1			4	1	1	1	1		1			1																	1
Carrier, Southern	Cheslatta, Nautley, Prince George, Stellaquo, Stoney Creek	caf			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=caf	Canada	27	49		49	1		1		1							1			3		1	1	1		1			1			1														1
Cashibo-Cacataibo	Cachibo, Cacibo, Cahivo, Caxibo, Hagueti, Managua, Kakataibo, Kashibo-Kakataibo, Kakataibo de Mariscal, Kakataibo de Sinchi Roca, Kashibo, Cashibo, Kashibo de Sungaroyacu, Kashibo del Alto Aguaytía, Kakataibo-Kashibo, Aincacatai, Incauncanibo	cbr			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=cbr	Peru	27				1		30		30						1		1		2	1	1	1	1		1		1								2	2									1
Catalan - Valencian - Balear	Catalan, Catalan-Valencian-Balear, Català, Balearic, Catalan-Rousillonese, Central Catalan, Northwestern Catalan, Valencian, Aiguavivan, Balear, Eastern Aragonese, Eivissenc, Insular Catalan, Lleidatà, Mallorqui, Menorqui, Menorquin, Northern Catalan, Pallarese, Ribagorçan, Valenciano, Valencià, Catalonian, Catalán, Alghero, Algherese, Algherese Catalan	cat			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=cat	Andorra, France, Italy, Spain																			2	1	2	1					1							1				1							
Catalan Sign Language	Catalonian Sign Language, LSC, Lengua de Señas Catalana, Lengua de Signos Catalana, Llengua de Signes Catalana	csc			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=csc	Spain																				1		1																							1
Cavineña	Kavinenya	cav			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=cav	Bolivia	27				1											1	1		1		1	1	1		1																				1
Cebuano	Maayong Balita	ceb	maayo		https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=ceb&rod=maayo	Philippines																			1		1	1					1											1							1
Cebuano	Ang, Bisaya, Sebuano, Sugbuanon, Sugbuhanon, Visayan, Boholano, Cebu, Leyte, Mindanao Visayan, Boholang, Binisaya	ceb			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=ceb	Philippines																			1	1	2	1					3			1								1							1
Cemuhî	Camuhi, Camuki, Cemuhi, Tie, Touho, Tyamuhi, Wagap	cam			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=cam	New Caledonia																					1	1																							1
Central Kalam	Minimib, Kalam, Aforo, Karam	kmh			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=kmh	Papua New Guinea																					2	1	1																						1
Cerma	Banfora-Sienena, Gouindougouba, Niangoloko-Diarabakoko, Soubakanedougou, Goin, Gouin, Gwe, Gwen, Kirma, Guin	cme			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=cme	Burkina Faso, Côte dꞌIvoire																				1	1	1	1				1																		
Chachi	Cayapa, Cha' Palaachi, Cha' Palaachi, Cha'Palaa, Cha'palaachi, Chachilla, Kayapa	cbi			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=cbi	Ecuador	27				1		2		2							1	1		1	1	1	1	1		1		1																		1
Chácobo	Chákobo	cao			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=cao	Bolivia	27				1											1	1		1		1	1	1		1																				1
Chakfem	Chakfem, Jajura, Kaban, Kadim, Mushere, Chokfem	cky			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=cky	Nigeria																						1					1																		1
Chakma	Changma Kodha, Changma Vaj, Sakma, Sangma, Takam, Chakama, Tsakma, Daingnet	ccp	04672		https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=ccp&rod=04672	Bangladesh, India, Myanmar																				1		1					1																		
Chaldean Neo-Aramaic	Chaldean, Fallani, Fellihi, Kaldaya, Kildani, Lishana Kaldaya, Neo-Chaldean, Soorath, Soorith, Suras, Sureth, Alqosh, Bartille, Dihok, Mangesh, Shirnak-Chizre, Tel Kepe, Tisqopa, Bohtan, Fallani, Fellihi, Kaldaya, Kildani, Lishana Kaldaya, Modern Chaldean, Neo-Chaldean, Soorath, Soorith, Suras, Sureth	cld		Syriac script	https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=cld&var=j	Iraq, Iraq	27				1														1			1					1							1											1
Chaldean Neo-Aramaic	Chaldean, Fallani, Fellihi, Kaldaya, Kildani, Lishana Kaldaya, Neo-Chaldean, Soorath, Soorith, Suras, Sureth	cld		Arabic script	https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=cld&var=k	Iraq, Iraq	27				1		5		5										1			1					1							1											1
Cham, Eastern	Bhamam, Chiem, Chiem Thành, Tjam	cjm			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=cjm	Vietnam																											1																		1
Cham, Western	Cambodian Cham, Cham, New Cham, Tjam, Cam, Chiem, Khmer Islam, Tscham, Tsiam	cja			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=cja	Cambodia, Thailand, Vietnam																				1							1																		
Chamacoco	Ishiro, Jeywo, Yshyro, Chamacoco Ebitoso, Tomarãho, Chamacoco Bravo, Chamacoco Manso, Ebitoso, Tomaraho, Tomaraxo, Tomárãho, Ybytoso, Yshyr Ybytoso, Ishir, Jeywo	ceg			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=ceg	Paraguay	27				1											1				1		1			1																				1
Chamari		cdg			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=cdg	India																						1					1																		1
Chamba	Samba Daka, Samba Jangani, Samba Nnakenyare, Samba of Mapeo, Taram, Nakanyare, Naken, Nyare, Chamba Daka, Daka, Dakka, Dekka, Deng, Jama, Sama, Samba, Tchamba, Tikk, Tsamba	ccg			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=ccg	Nigeria																											1																		1
Chambeali	चम्बयाळी, Cameali, Chamaya, Chambiali, Chambiyali, Chamiyali, Pahari, Chamya, Bansbali, Bansyari, Gadi Chameali, Cameali, Chamaya, Chambiali, Chambiyali, Chamiyali Pahari, Chamrali, Chamya	cdh			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=cdh	India																	1				1	1					1															1	2		1
Chamling	Camling, Balamtali, Halesi, Ratanchhali, Chamlinge Rai, Rodong	rab			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=rab	India, Nepal																											1																		
Chamorro	Rotanese Chamorro, Chamorru, Tjamoro	cha			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=cha	Guam, Northern Marianas, United States																							1				1																		
Chasu-Pare	Gonja, Mbaga, Asu, Ashu, Athu, Casu, Chasu, Chiasu, Kiathu, Kipare, Pare, Pare-Asu	asa			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=asa	Tanzania																				1	1						1																		1
Chatino, Nopala	C. de la Zona Alta Oriental, Chatino de la Zona Alta Oriental, Cha' jna'a, Chatino Oriental Bajo	cya			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=cya	Mexico	27				1										1	1	1	3	1	1	1	1	1	1	1		1																		1
Chatino, Tataltepec	Chatino de la Costa, Cha' jna'a, Chatino Occidental Bajo, Lowland Chatino	cta			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=cta	Mexico	27				1										1	1	1	1	1		1	1	1	1																					1
Chatino, Western Highland	Chatino de Panixtlahuaca, Chatino de Occidente de la Región Central, Chatino de Yaitepec, Panixtlahuaca Chatino, San Juan Quiahije Chatino, Yaitepec Chatino, Cha' jna'a, Cha't-An, Chatino Central, Chatino de la Zona Alta Occidental, Sierra Occidental Chatino	ctp			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=ctp	Mexico	27	37		37	1			36		36					1	1	1	1	1	1	1	1	1	1		1																			1
Chatino, Yolotepec-Lachao	C. de Sta. María Yolotepec, C. de Lachao Pueblo Nuevo, Chatino de Sta. María Yolotepec, Chatino de Lachao Pueblo Nuevo, Lachao Viejo Chatino, Eastern Highland Chatino, Chatino, Eastern Highland, Cha' jna'a, Chatino Oriental Alto, Chatino de la Zona Alta Oriental, Lachao-Yolotepec Chatino, Sierra Oriental Chatino	cly			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=cly	Mexico	27	260			1	1														1		1																							1
Chatino, Zenzontepec	C. del Norte, Cha' jna'a, Chatino Occidental Alto, Northern Chatino	czn			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=czn	Mexico																											1																		1
Chavacano	Chabacano, Chabakano, Zamboangueño, Caviteño, Cotabato Chavacano, Davaweño Zamboangueño, Ermitaño, Ternateño, Zamboangueño, Abakay Spanish, Bahra, Cavite Chabacano, Chabacano de Zamboanga, Cotabateño, Davao Chavacano, Davaoeño, Davaweño, Ermiteño, Español quebrao, Southern Mindinao Creole, Ternate Chabacano, Ternateño Chavacano, Zamboanga Chabacano, Chabakano	cbk			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=cbk	Philippines	27				1												1		1		1	1	1	1	1		1																		1
Chechen	Galancho, Nokchiin Muott, Nokhchi, Nokhchiin, Akkin, Cheberloi, Itumkala, Kistin, Melkhin, Ploskost, Aux, Shatoi	che			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=che	Jordan, Russia																	1		2	1	1	1					1																	2	
Cheke Holo	Hograno, Maringe, Hogirano, Maringhe, A'ara, Cheke Tahati, Holo, Kubonitu	mrn			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=mrn	Solomon Islands																						1					1																		1
Cherokee	Elati, Keetoowah, Otali, Overhill-Middle Cherokee, Eastern Cherokee, Kituhwa, Lower Cherokee, Middle Cherokee, Overhill Cherokee, Underhill Cherokee, Upper Cherokee, Western Cherokee, Aniyunwiya, Tsalagi, Tslagi	chr			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=chr	United States																			1	1	1	1																							1
Cheyenne	Tsėhesenėstsestȯtse, Tsitsistas	chy			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=chy	United States																			1	1		1						1			1														1
Chhattisgarhi	Baigani, Bhulia, Binjhwari, Chhattisgarhi Proper, Kalanga, Kavardi, Khairagarhi, Sadri Korwa, Baiga, Bega, Bhumia, Gowro, Khaltahi, Laria	hne			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=hne	India																				3	1	1					1							1				1				1			1
Chibemba	Lembue, Lomotua, Ngoma, Nwesi, Shila, Lomotwa, Bemba, Chiwemba, Ichibemba, Icibemba, Wemba, Chishinga, Kabende, Lunda, Mukulu, Ng'umbo, Town Bemba, Twa of Bangweulu, Unga, Luapula, Cibemba	bem			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bem	Democratic Republic of the Congo, Zambia																			1	1	1	1					1							1				1							
Chibi, Setentrional	Brazilian Calão, Caló, Chibi, Gitano, Iberian Romani, Catalonian Caló, Portuguese Calão, Spanish Caló, Calão, Lusitano-Romani, Caló Romani, Hispanoromani, Romanó	rmq			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=rmq	Brazil, France, Portugal, Spain																				1	2	1					1																		
Chichewa	Chicheŵa, Chinjanja, Chinyanja, Nyanja, Chewa, Manganja, Ngoni, Nyasa, Peta, Cheva, Cimanganja, Cipeta, Malawi, Marave, Maravi, Sheva, Waganga, Nyanja-Chewa, Angoni, Cewa, Cicewa, Cingoni, Cinyanja, Nyasa-Cewa, Cinianja, Chingoni, Kunda, Chipeta	nya			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=nya	Malawi, Mozambique, Zambia, Zimbabwe																			2	3	4	1					1							1				1							
Chigogo	Nyambwa, Nyaugogo, Tumba, Central Gogo, Cinyambwa, Citumba, East Gogo, West Gogo, Gogo, Cigogo, Kigogo, Wagogo	gog			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=gog	Tanzania																				1	2	1					1																		1
Chikunda	Kunda, Chicunda, Cikunda, Achikunda	kdn			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=kdn	Mozambique, Zambia, Zimbabwe																				2	1	1					1																		
Chilcotin	Nenqayni Ch'ih, Tŝinlhqot'in, Tzilkotin	clc			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=clc	Canada																											1																		1
Chimané	Mosetén, Tsimané, Moseteno, Tsimane	cas			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=cas	Bolivia																				1		1					1				2														1
Chin, Asho	Khyang, Kongtu, Laitu, Khyeng, Qin, Sho, Shoa, Hill Asho, Plains Asho, Asho, Ashu, Hyow, Khamaw, Khamoe, Kyang, Saingbaung	csh			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=csh	Bangladesh, Myanmar																											1																		
Chin, Bawm	Bawm, Bawn, Bawng, Bom, Bawn, Bawng, Bom, Boam, Laisaw, Laizo, Langkay	bgr			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bgr	Bangladesh, India, Myanmar																				1	1	1																							1
Chin, Bualkhaw	Bualkhaw-Chin, Bualkhua, Phadei	cbl			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=cbl	Myanmar																				1		1																							1
Chin, Cho	Gah, Hngiyung, Ng'men, Hletlong, Hmong-K'cha, Ng-Gha, Nitu, Chin, Müün, Cho, K'cho, K'cho Chin, Mindat, Mün, Müün	mwq			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=mwq	Myanmar																				1	1	1					1																		1
Chin, Eastern Khumi	Asang, Khenlak, Khongtu, Lemi, Likhy, Nideun, Nisay, Rengcaa, Akelong, Aki Along, Amlai, Ghu, Kaja, Kajauk, Kasang, Laungtha, Lemi Chin, Likhaeng, Maru, Namboi, Nangbwe, Nise, Palyng, Paru, Sangtha, Tahaensae, Taheunso, Tao Cha, Uiphaw, Khami	cek			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=cek	Myanmar																				1	1	1																							1
