English Language Name	Alternate Language Name	iso	rod	var	URL	Country(ies)	NT PDF count	NT Audio count	NT Partial PDF count	NT Partial Audio count	NT PDF Whole count	NT Audio Whole count	OT PDF count	OT Audio count	OT Partial PDF count	OT Partial Audio count	OT PDF Whole count	OT Audio Whole count	Bible PDF count	Bible Audio count	Scripture App Builder HTML (SE)	Online Viewer (SE)	Google Play (Android app) (SE)	Android App (SE version)	Buy	BibleIs	YouVersion	GRN	eBible	GoBible (SE)	MySword (Android) (SE)	Playlist Audio (SE)	Jesus Film	Luke Vidoe	John Video	Acts Video	Genesis Video	God's Story Video	The Good Samaritan Video	Magdalena Video	John Animation Video (SE)	Scripture Animation Video (SE)	The Last Day Video	Story of Jesus for Children Video	History	5fish	iTunes	One Story	Bibles for India	Bibles for Russia	Maps
Krio	Aku, Creole, Patois	kri			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=kri	Sierra Leone																			1	2	1	1					1							1				1							1
Kriol	Roper-Bamyili Creole, Bamyili Creole, Barkly Kriol, Daly River Kriol, Fitzroy Valley Kriol, Roper River Kriol, Roper River Pidgin	rop			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=rop	Australia																					2	1	1					1																	1
Krumen Piè	Kroumen, Northeastern Krumen, Southeastern Krumen	pye			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=pye	Côte dꞌIvoire																	1										1																		1
Krumen, Plapo	Plapo, Kroumen, Kru, Krumen, Southern Krumen, Southwestern Kroumen	ktj			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=ktj	Côte dꞌIvoire	27				1										1		2			1	1	1			1		1								2	2									1
Krumen, Tepo	Kroumen, Kru, Krumen, Southern Krumen, Southwestern Kroumen, Bapo, Dapo, Glawlo, Honpo, Tepo, Wlopo, Yrepo, Kapo, Ropo, -tepowin, Krou tepo, Kroumen tépo, Tepo Krou, Plapo	ted			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=ted	Côte dꞌIvoire, Liberia	27	5		5	1			54		54					1		2		1	1	1	1			1	1	1				1														1
Kuanua	Blanche Bay, Gunantuna, New Britain Language, Tinata Tuna, Tolai, Tuna, Kabakada, Kininanggunan, Kokopo, Livuan, Masawa, Matupit, Nodup, Rakunei, Raluana, Rapitok, Rebar, Vanumami, Vunadidir, Watom, Gunantuna, New Britain Language, Tinata Tuna, Tolai, Tuna	ksd			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=ksd	Papua New Guinea	27				1		39				1		1			1	1	1		1		1	1	1	1																				1
Kube	Hube, Mongi, Kurungtufu, Yoangen, Yoanggeng, Mongi	kgf			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=kgf	Papua New Guinea	27				1		1		1								1		1	1	1	1	1		1																				1
Kui	Kanda, Kandh, Khond, Khondi, Khondo, Kodu, Kodulu, Kuinga, Kuy	uki			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=uki	India																						1					1																		1
Kukele	Iteeji, Mtezi, Ugbala, Bakele, Ukele	kez			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=kez	Nigeria																				1		1					1																		1
Kuki	Kuki, Kuki-Thado, Thaadou Kuki, Thado-Pao, Thadou, Thado-Ubiphei, Chin, Thado, Thadou Kuki, Changsen, Hawkip, Jangshen, Kaokeep, Khongzai, Kipgen, Langiung, Sairang, Shithlou, Singson, Thangngen, Shingsol, Chin, Thado, Kuki-Thado, Thaadou Kuki, Thado, Thado-Pao, Thado-Ubiphei, Thadou, Baite, Paite	tcz			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tcz	India, Myanmar																					1	1					1				1														1
Kukna	Kanara, Kanara Konkani, Kokna, Kokni	kex			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=kex	India																											1																		1
Kuku-Yalanji	Kuku-Biraji, Kuku-Nyungkul, Gugu Yalandyi, Gugu Yalanji, Guguyalanji, Koko-Yalanji, Kuku-Yalangi	gvn			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=gvn	Australia																				1	1	1	1																						1
Kuloonaay	Karon, Karone, Karoninka, Kaloon, Kalorn	krx			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=krx	Senegal, The Gambia																	3				1						1																		1
Kulung	Kholung, Khulung, Khulunge Rai, Kulu Ring, Sotto Ring, Kulunge	kle			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=kle	India, Nepal																				1		1																							
Kulung	Bakuli, Bakulu, Bakulung, Bambur, Kukulung, Kulu, Kuluno, Wo, Wurkum	bbu			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bbu	Nigeria																											1																		1
Kulvi	कुल्वी औउटर सिराजी, Kauli, Kullui, Kulu Boli, Kulu Pahari, Kului, Kulvi, Kulwali, Pahari, Pahari Kullu, Phari Kulu, Inner Siragi, Kullui, Outer Seraji, Inner Seraji, Saraji, Siragi, Siraji, Pahari, Kullu, Kauli, Kulu Boli, Kulu Pahari, Kului, Kulwali, Pahari, Pahari Kullu, Phari Kulu	kfx	2423		https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=kfx&rod=2423	India																	1					1					1																2		1
Kulvi -Outer Seraji	Pahari, Kullu, कुल्वी औउटर सिराजी, Kulvi	kfx	3314		https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=kfx&rod=3314	India																	1					1																					2		1
Kumam	Akokolemu, Akum, Ikokolemu, Ikumama, Kuman, Kumum	kdi			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=kdi	Uganda																				1	2	1																							1
Kuman	Chimbu, Simbu, Nagane, Yongomugl, Genagane, Genogane, Simbu	kue			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=kue	Papua New Guinea	27				1										1	1	1			1	1	1	1	1	1		1																		1
Kumaoni		kfy	754		https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=kfy&rod=754	India																																										1			1
Kumaoni	सोरयाली, Kumauni, Kamaoni, Kumau, Kumawani, Kumgoni, Kumman, Kunayaoni, Central Kumaoni, Northeastern Kumaoni, Southeastern Kumaoni, Western Kumaoni, Kumaoni, Soriyali	kfy	12473		https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=kfy&rod=12473	India																	1					1					1															1	2		1
Kumaoni		kfx			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=kfx	India																																										1			1
Kumyk	Kumuk, Kumuklar, Kumyki, Qumuqlar, Buinaksk, Khaitag, Khasavyurt, Podgorniy, Terek, Kumuklar, Kumyki, Qumuqlar, Buinak, Khaidak, Khasav-Yurt	kum			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=kum	Russia, Turkey																				1	1	1					1																	2	
Kuna, Border	Caiman Nuevo, Colombia Cuna, Cuna, Kuna de la Frontera, Long Hair Cuna, Paya-Pucuro Kuna, Colombia Cuna, Cuna, Paya Kuna, Paya-Pucuro, Tule, Guna, Kuna de la Frontera, Long Hair Cuna, Paya-Pucuro Kuna	kvn			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=kvn	Colombia, Panama	27				1										1	1	1		1	1	1	1	1		1																				1
Kuna, San Blas	San Blas Cuna, Bayano, Alto Bayano, Maje, Cuna, Duleigaiya, Guna, Tule Kaya	cuk			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=cuk	Panama	27				1		39				1		1		1		1		1	1	2	1	1		1		1									1									1
Kunama	Aymasa, Barka, Bitama, Ilit, Marda, Sokodasa, Takazze-Setiit, Tigray, Tika, Aaimasa, Aimara, Berka, Bitaama, Iiliit, Iilit, Iliit, Lakatakura-Tika, Odasa, Setiit, Setit, Sogadas, Sogodas, Tiika, Baada, Baaden, Baaza, Baazayn, Baazen, Bada, Baden, Baza, Bazen, Cunama, Diila	kun			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=kun	Eritrea																											1																		1
Kuni-Boazi	Boadji, Boazi, Bwadji, Kuini, Kuni, Aewa, Ingias, Khoamak, Kuni, Sengeze, Wamak, Boazi, Bwadji, Kuini	kvg			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=kvg	Papua New Guinea																					1	1	1				1																		1
Kunimaipa	Gajili, Karuama, Kâte, Gajila, Gazili, Hate, Hazili	kup			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=kup	Papua New Guinea	27				1											1	1	1	1	1	1	1	1		1		1	1																	1
Kuo	Ko, Koh, Kúo	xuo			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=xuo	Cameroon, Chad																				1	1	1					1																		
Kuot	Kuat, Panaras, Panaras	kto			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=kto	Papua New Guinea	27				1											1	1		1	1	1	1	1	1	1																				1
Kupia	Valmiki	key			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=key	India																				1	1						1																		1
Kupsapiiny	Kupsapiny, kupsabiny, Benet, Kongasis, Mbai, Kumosop, Kween, Mosop, Ogiek, Sor, Tingey, Ndorobo, Kuksabin, Kupsabiny, Sabiny, Sapei, Sebei	kpz			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=kpz	Uganda																				1		1					1																		1
Kuranko	Faranah, Fineriya, Sankaran, Koranko, Barrawa, Mankaliya, Mongo, Ney, Nieni, Sambaya, Sengbe	knk			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=knk	Guinea, Sierra Leone																				1	1	1					1																		
Kurdi, Hawrami	Kakai, Zengana, Kakkai, Macho, Gorani, Gurani, Hawramani, Hawrami, Hewrami, Macho-Zwani, Bewyani, Gawrajuyi, Hawraman i Luhon, Hawraman i Taxt, Kandula, Zardayana, Avromani, Awroman, Awromani, Hourami, Howrami, Ourami	hac			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=hac	Iran, Iraq																											1																		1
Kurdish Kurmanji	Northern Kurdish, Kermanji, Kirmanji, Kurmancî, Kurdish, Northern, Kurmanji, Kurdî, Red Kurmanji, Akre, Amadiye, Barwari Jor, Gulli, Sheikhan, Surchi, Zakho, Badinani, Badînî, Bahdini, Behdînî, Kirmanciya Jori, Khorassani Kurmanji, Eastern Kurmanji, Kordi, Kordi Kormanji, Kurdi, Khorasani, Khorasani Kurmanji, Ashiti, Bayezidi, Boti, Hekari, Marashi, Mihemedî, Shemdinani, Shikakî, Silivî, Botani, Kermancî, Kirmancî, Kurdiya jorîn, Kurdmancî, Kurdî-Kurmancî, Kurmanji Kurdish, Kurmanjî	kmr			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=kmr	Armenia, Azerbaijan, Georgia, Iran, Iraq, Lebanon, Syria, Turkey, Turkmenistan																			4	4	5	1					1							1										4	
Kurdish, Central	Kurdi, Sorani, Surani, Bingird, Garmiyani, Hewleri, Kerkuki, Mukri, Pizhdar, Rewandiz, Suleimani, Warmawa, Xoshnaw, Arbili, Silemani, Pijdari, Sanandaji, Southern Jafi, Kordi, Mokri, Sina'i, Sine'i, Sineyi, Korkora, Kurdy, Wawa	ckb			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=ckb	Iran, Iraq																			3	1	2	1					1							1								1			
Kurdish, Southern	Bayray, Kalhori, Kordali, Maleksh ahi, Sanjabi, Maleksh ay, Garrusi, Kermanshahi, Kolyai, Luri, Malekshahi, Bijari, Kermanshani, Lori	sdh			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=sdh	Iran, Iraq																						1					1																		1
Kuria	Bugumbe, Bukira, Bwirege, Kiroba, Nyabasi, Sweta, Ekiguria, Gikuria, Igikuria, Kikoria, Kikuria, Koria, Kurya, Egikuria, Ekikuria, Ikikuria, Kikuria cha Mashariki, Kikuria cha juu, Kulia, Kurye	kuj			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=kuj	Kenya, Tanzania																					1	1					1																		
Kurti	Kuruti, Kuruti-Pare, Ndrugul	ktm			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=ktm	Papua New Guinea																					1	1	1																						1
Kurumba Kannada	Coimbatore, Dharmapuri, Pudukottai, Kurumba, Kannada, Canarese, Kannada, Korambar, Kuramwari, Kuremban, Kuruba, Kuruban, Kurubar, Kurubas Kuruma, Kuruman, Kurumans, Kurumar, Kurumba, Kurumban, Kurumbar, Kurumbas, Kurumvari, Palu Kurumba, Southern Nonstandard Kannada	kfi			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=kfi	India																				1							1																		1
Kurumba, Attapady	Kurumba, Pal Kurumba	pkr			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=pkr	India																				1		1																							1
Kurumba, Jennu	Jen Kurumba, Jennu Kurumba, Jennu Nudi, Kattu Nayaka, Naik Kurumba, Naikan, Nonstandard Kannada, Shola Nayakan, Ten Kurumba	xuj			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=xuj	India																											1																		1
Kurux	Kadukali, Kurka, Kurukh, Oraon, Urang, Uraon, Kurukh, Oraoan, Uraon, Oraon, Kurka, Urang	kru			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=kru	Bangladesh, Bhutan, India																				1	1	1					2																		1
Kusaal	Tonde, Toende, Western Kusaal, Koussassé, Kusaas, Kusale, Kusasi, Agole, Angole, Eastern Kusaal, Kusaasi	kus			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=kus	Burkina Faso, Ghana																				1	1	1					1																		1
Kutep	Fikyu, Jenuwa, Kentin, Kunabe, Lissam, Ati, Kuteb, Kutev, Mbarike, Zumper	kub			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=kub	Cameroon, Nigeria															1		1			1	1	1					1																		1
Kutu	Khutu, Kikutu, Kixutu	kdc			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=kdc	Tanzania																				1	1	1	1				1																		1
Kuvi, Odisha	Dongria Khond, Laxmipur, Rayagada, Kuvi, Jatapu, Khondh, Khondi, Kond, Kuvi Kond, Kuvinga, Kuwi	kxv			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=kxv	India																				1	2	1					1																		1
Kuy	Kuay Mla, Kuay Ndroe, Kuay Ndua, Kuay Oe, Kuy Ak, Kuy May, Kuy Anthua, Kuy Antra, Kuy Ma'ay, Kuy Mlor, Kuay, Kui, Antra, Na Nhyang, Aouei, Cuoi, Douon, Dui, Khamen-Boran, Kouy, Kuoy, Old Khmer, Soai, Soay, Soei, Souai, Souei, Suai, Suay, Suei, Sui, Suoi, Xuay, Xuoi, Chang, Nheu, Suai Chang, Kui Souei	kdt			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=kdt	Cambodia, Laos, Thailand																				1							1																		1
Kwaio	Koio	kwd			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=kwd	Solomon Islands																				1	1	1	1				1																		1
Kwakiutl	Gwawaenuk, Kwagiutl, Kwak'wala, Kwakwaka'wakw	kwk			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=kwk	Canada																					1	1																							1
Kwamashi	Mashi, North Kwandu, South Kwandu, Kamaxi, Masi	mho			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=mho	Angola, Namibia, Zambia																											1																		
Kwamba	Kigumu, Kihyanzi, Kusuwa, Hamba, Kuamba, Lubulebule, Amba, Hambo, Humu, KiHumu, Ruwenzori Kibira, Rwamba, Kyanzi, Suwa, Baamba, Bulebule, Kihumu, Ku-Amba, Lwamba	rwm			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=rwm	Democratic Republic of the Congo, Uganda																											1																		
Kwamera	Nafe, Neninafe, Neninafe, Southeast Tanna	tnk			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tnk	Vanuatu																	1		1	1	1	1	1	1	1																				1
Kwanga	Gawanga, Kawanga, Apos, Bongos, Tau, Wasambu, Yubanakor, Bongomaise, Bongomamsi, Daina, Kambaminchi, Kubiwat, Mangamba, Nambes, Nambi, Kawanga	kwj			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=kwj	Papua New Guinea	27				1											1	1	1	1	1	1	1	1	1	1																				1
Kwangali	Shambyu, Sambio, Sambiu, Sambyu, Shisambyu, Cuangar, Kwangare, Kwangari, Rukwangari, Rukwángali, Sikwangali, Vakwángali	kwn			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=kwn	Angola, Namibia																											1																		
Kwangwa	Kwandi, Kwanga, Mbumi, Mbume, Luyana, Esiluyana, Louyi, Lui, Luyi, Rouyi	lyn			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=lyn	Zambia																											1																		1
Kwanja	Ndung, Njanga, Sundani, Twendi, Ndǔŋ, Ndungani, Njang, Súndànɨ́, Sun, Kondja, Konja, Kwànjâ	knp			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=knp	Cameroon																				1		1																							1
Kwanyama	Mbadja, Oshiwambo, Cuanhama, Humba, Kuanjama, Kwancama, Kwanjama, Ochikwanyama, Oshikuanjama, Oshikwanyama, Ovambo, Oxikuanyama, Wambo, Kuanyama, Otjiwambo, Owambo	kua			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=kua	Angola, Namibia																					1	1					1																		
Kwaraꞌae	Kwara'ae, Fiu	kwf			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=kwf	Solomon Islands																				1	1	1	1																						1
Kwasio	Magbea, Mvumbo, Ngumba, Mabi, Mvumbo, Mekuk, Ngoumba, Ngumba, Bisió, Bujeba, Mabea, Mgoumba	nmg			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=nmg	Cameroon, Equatorial Guinea																						1						1																	1
Kwatay	Kuwaataay, Kwatay	cwt			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=cwt	Senegal																	2			1		1					1																		1
Kwaya	Ruri, Ciruri, Eciruri, Eciruuri, Kirori, Kiruri, Kishyola, Luri, Rori, Kikwaya	kya			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=kya	Tanzania																											1																		1
Kwere	Kakwere, Kikwere, Kinghwele, Kwele, Ng'were, Ngh'wele, Nghwele, Ngwele, Nhwele, Nwele, Tsinghwele	cwe			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=cwe	Tanzania																				1	1	1	1				1																		1
Kwoma	Washkuk, Nukuma	kmo			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=kmo	Papua New Guinea	27				1											1	1		1	1	1	1	1	1	1																				1
Kyaka	Kyaka Enga, Baiyer, Enga-Kyaka, Yaramanda, Baiyer, Enga-Kyaka	kyc			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=kyc	Papua New Guinea	27				1		38		38						1		1		1	1	1	1	1		1																				1
Kyanga	Cenka, Kyenga, Tyenga, Canga, Changa, Kenga, Kyangawa, Kã, Tienga, Tyanga	tye			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tye	Benin, Nigeria																				1		1																							1
Kyenele	Bulang, Kenen Birang, Kenying, Keyele, Keñele, Kyenying-Barang, Miyak	kql			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=kql	Papua New Guinea																					1	1	1																						1
Kꞌicheꞌ	Central K'iche', Central Quiché, Chiquel, Qach'abel, Quiché, West Central K'iche', K'iche', Cantel Quiche	quc	04782	new alphabet	https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=quc&rod=04782&var=b	Guatemala, Guatemala	27				1											1	1		1			1			1		1																		1
Kꞌicheꞌ	Central K'iche', Central Quiché, Chiquel, Qach'abel, Quiché, Cunén Kiché, Eastern Kiché, Joyabaj Kiché, San Andrés Kiché, West Central Kiché, K'iche'	quc	04782	traditional alphabet	https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=quc&rod=04782&var=a	Guatemala, Guatemala																1	1			1		1	1				1																		1
Kꞌicheꞌ, Cunén	Cunén K'iche', Cunén K'iche'	quc	04968		https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=quc&rod=04968	Guatemala																				1		1	1																						1
Laarim	Boya, Lariim, Larim, Lariminit, Larimo, Longarim, Nariim	loh			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=loh	South Sudan																						1					1																		1
Label		lbb			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=lbb	Papua New Guinea																				1	1	1	1																						1
Lacandón	Lacandón, Lakantún, Lacanjá, Najá, Jach-t'aan	lac			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=lac	Mexico	27	260			1	1		97		97					1	1	1	3	1	1	1	1	1			1		1							2	2									1
Ladakhi	Leh, Nubra Ladakhi, Shamma, Central Ladakhi, Lower Ladakhi, Sham, Shamskat, Ladak, Ladaphi, Ladhakhi, Ladwags, Ladakh, Ladakh Skat	lbj			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=lbj	China, India																					1	1					1															1			
Lahauli	लाहौली, Tinani, Gondhla, Gondla, Lahouli, Lahuli, Rangloi, Teenan, Tinan Lahuli, Tinani, Bhotia of Lahul, Gondla, Lahouli, Lahuli Tinan, Rangloi, Gondhla, Lahuli, Teenan, Tinan Lahuli	lbf			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=lbf	China, India																	1					1																					2		1
Lahu	Black Lahu, Kaixien, Kucong, Kutsong, Ladhof, Lahu Na, Lahuna, Laku, Moso, Muhso, Muhsur, Mussar, Musser Dam, Musso, Mussur, Na, Namen, Northern Lahu, White Lahu, Lahu Phu, Museu, Launa, Nyi, Shehleh, Lahu Nyi, Lahu Shehleh, Lahunyi, Loheirn, Musseh Daeng, Red Lahu, Southern Lahu, Mussuh, Khucong, Lahu Phung, Mooso	lhu			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=lhu	China, Laos, Myanmar, Thailand, Vietnam																			1	1	1	1					1																		
Lahu Shi	Bakeo, Banlan, Lahu Bakeo, Lahu Shi Balan, Kur, Kwi, Lad hur Si, Lahu Si, Lahu Xi, Lahu-Xi, Lahu-shi, Lahusi, Shi, Yellow Lahu, Kui, Kui Lung, Kui Sang	lhi			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=lhi	China, Laos, Myanmar, Thailand																					1	1																							
Lak	Kazikumukhtsy, Laki, Arakul, Ashtikulin, Balxar-Calakan, Kayalin-Mashikin, Kumux, Pervotsovkrin, Shali, Shandi, Vicxin, Vixlin, Balkar-Tsalakan, Kumkh, Vikhlin, Vitskhin, Lakh, Laki	lbe			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=lbe	Russia																				1		1					1																	1	1
Laka	Kabba Laka, Bémour, Goula, Mang, Maïngao, Paï	lap			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=lap	Central African Republic, Chad																					1	1																							1
Lakota	Lakȟótiyapi, Lakhota, Teton, Brulé, Lakotiyapi, Teton Sioux	lkt			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=lkt	Canada, United States																					1							1																	
Lala	Ebode, Roba, Lalla, Robba, Lala-Roba, Gworam	lla			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=lla	Nigeria																											1																		1
Lala	Ambo, Bisa, Luano, Swaka, Wulima, Bambo, Ichibisa, Ichilala, Kambonsenga, Wiza, Lala-Bisa, Biisa, Wisa, Biza-Lala, Chilala	leb			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=leb	Democratic Republic of the Congo, Zambia																					1						1																		
Lamba	Kadjala, Kande, Kadjalla, Kante, Lama, Losso, Defale	las			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=las	Benin, Ghana, Togo																				1		1					1																		
Lamba	Chilamba, Ichilamba, Lima, Bulima, ChiLamba, IchiLamba	lam			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=lam	Democratic Republic of the Congo, Zambia																				2	1	1					1																		
Lambadi	Andhra Pradesh Lamani, Karnataka Lamani, Maharashtra Lamani, Mysore Lamani, Telugu Lamani, Bangala, Banjari, Banjori, Banjuri, Brinjari, Gohar-Herkeri, Goola, Gormati, Gurmarti, Kora, Labhani, Labhani Muka, Lamadi, Lamani, Lambani, Lambara, Lavani, Lemadi, Lumadale, Singali, Sugali, Sukali, Tanda, Vanjari, Wanji	lmn			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=lmn	India																			2								1																		1
Lambya	Central Lambya, Ichilambya, Kilambya, Lambia, Lambwa, Rambia, Northern Lambya, Icilambya, Icirambia, Iramba, Southern Lambya	lai			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=lai	Malawi, Tanzania, Zambia																				1	1	1					1																		
Lamkang	Lamkaang, Lamkang Naga	lmk			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=lmk	India																				1	1	1																							1
Lamnso	Lamnso', Bansaw, Banso, Banso', Lamnsok, Lamso, Nsaw, Nsho', Nso, Nso', Panso	lns			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=lns	Cameroon, Nigeria																				1		1					1																		
Lampung	Daya, Krui, Pubian, Ranau, Southern Pesisir, Sungkai, Kroe, Kru'i, Njo, Western Lampung, Lampung Api, Api, Lampong, Lampung Pesisir	ljp			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=ljp	Indonesia																				1	1	1					1																		1
Lampung Nyo	Abung, Melinting, Sukadana, Tulangbawang, Lampong	abl			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=abl	Indonesia																						1					1																		1
Lango	Langi, Leb Laŋo, Leb Lango, Leb-Lango, Lwo, Lwoo, Lëblaŋo, Lëblango, leb Lano	laj			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=laj	Uganda																				1	2	1					1																		1
Lani	Western Dani of Bokondini, Western Dani of Pyramid, Dani, Western, Dani Barat, Ilaga Western Dani, Laany, Oeringoep, Timorini	dnw	9119		https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=dnw&rod=9119	Indonesia																				1	1	1					1																		1
Lao	Lao-Kao, Lao-Khrang, Luang Prabang, Pakse, Savannakhet, Vientiane, Wiang Jan, Eastern Thai, Lao Wiang, Lao-Lum, Lao-Noi, Lao-Tai, Laotian, Laotian Tai, Lum Lao, Phou Lao, Rong Kong, Tai Lao	lao			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=lao	Cambodia, Laos, Vietnam																			2	2	2	1					1							1				1							
Laos	Katang Phin, Kataang, Katang	ncq			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=ncq	Laos																					1	1																							1
Lari	Kilari, Laadi, Laari, Ladi, Ghaangala, Laari de Biiza, Laari de Kinkala, Hangala, Kighaangala, Lali	ldi			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=ldi	Angola, Congo																				1		1					1																		
Laro	Yidundili-Yigoromany, Yilaru, Al-Leira, Laru, Leera, Liira, Ngwullaro, Yillaro	lro			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=lro	Sudan																					1						1																		1
